DRXFDCD,foodcode,food_description
75311029,75311028,"Classic mixed vegetables, frozen, cooked with butter or margarine"
75311032,75311031,"Classic mixed vegetables, canned, cooked with butter or margarine"
75311100,75311120,"Classic mixed vegetables, canned, reduced sodium, cooked, fat added, NS as to fat type"
75311123,75311122,"Classic mixed vegetables, canned, reduced sodium, cooked with butter or margarine"
75315000,75315020,"Peas and corn, cooked, fat added"
75315021,75315020,"Peas and corn, cooked, fat added"
75315022,75315020,"Peas and corn, cooked, fat added"
75315023,75315020,"Peas and corn, cooked, fat added"
75317000,75317010,"Vegetables, stew type, cooked, fat added"
75317011,75317010,"Vegetables, stew type, cooked, fat added"
75317012,75317010,"Vegetables, stew type, cooked, fat added"
75317013,75317010,"Vegetables, stew type, cooked, fat added"
75340000,75340020,"Asian stir fry vegetables, cooked, fat added"
75340021,75340020,"Asian stir fry vegetables, cooked, fat added"
75340022,75340020,"Asian stir fry vegetables, cooked, fat added"
75340023,75340020,"Asian stir fry vegetables, cooked, fat added"
75403021,75403020,Green bean casserole
75403022,75403020,Green bean casserole
75403023,75403020,Green bean casserole
75411030,75216153,"Corn, creamed"
75411031,75216153,"Corn, creamed"
75411032,75216153,"Corn, creamed"
75411033,75216153,"Corn, creamed"
75415020,75415022,Fried onion rings
75415021,75415022,Fried onion rings
75503030,75503010,"Pickles, dill"
75503100,75503020,"Relish, pickle"
75511200,75511100,"Pickles, NFS"
75515010,75501010,"Relish, corn"
81101020,81101000,"Butter, stick"
81101100,81101000,"Butter, stick"
81101110,81101010,"Butter, tub"
81101120,81101000,"Butter, stick"
81101500,81101520,"Butter, light"
81103020,81102020,"Margarine, tub"
81103030,81102010,"Margarine, stick"
81103130,81103080,"Margarine-oil blend, tub"
81104011,81104010,"Margarine-oil blend, tub, light"
81104050,81104010,"Margarine-oil blend, tub, light"
81104100,81104010,"Margarine-oil blend, tub, light"
81104110,81103090,"Butter replacement, liquid"
81104560,81104550,"Butter-oil blend, light"
81105010,81104500,"Butter-oil blend, stick"
81105020,81104510,"Butter-oil blend, tub"
81105500,81104490,"Butter-oil blend, NFS"
81203100,81203000,"Shortening, NS as to vegetable or animal"
81203200,81201000,Animal fat or drippings
81312000,81302050,Tartar sauce
82105750,82101000,"Vegetable oil, NFS"
82105800,82101000,"Vegetable oil, NFS"
82108250,82101000,"Vegetable oil, NFS"
91301020,91300100,Pancake syrup
91301040,91300100,Pancake syrup
91301060,91300100,Pancake syrup
91301082,91301081,"Chocolate syrup, light"
91301250,91300100,Pancake syrup
91303500,91102010,"Sugar, brown"
91304050,91361040,Dessert sauce
91304080,91304030,"Topping, fruit"
91304300,91304020,"Topping, chocolate"
91351010,91301510,"Pancake syrup, light"
91361020,91304030,"Topping, fruit"
91361070,91361050,Duck sauce
91501015,91501010,Gelatin dessert
27150200,28520100,Oyster sauce
